operacao,linux,windows,diferenca_abs,diferenca_perc
buscar,611.6981506347619,1026.1826515197718,414.4845008850099,67.76
buscar_reverso,318.0723190307599,540.644168853758,222.57184982299805,69.98
inserir_fim,8.360624313350357,15.394210815425138,7.033586502074781,84.13
inserir_inicio,7.026433944698518,13.638973236079142,6.6125392913806245,94.11
inserir_posicao,311.7780685424767,323.6184120178185,11.840343475341797,3.8
remover_fim,290.86089134215916,437.6542568206753,146.79336547851614,50.47
remover_inicio,8.7537765502888,17.172336578365368,8.418560028076568,96.17
remover_posicao,80.47199249267207,129.54020500182736,49.06821250915529,60.98
